,Unnamed: 0.1,Unnamed: 0,simplified_text,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,first_order_coherence,second_order_coherence,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,section_number,section_title,section_chapter,section_text,score
10,10,10,"To qualify for benefits, a person must have experienced a break in earnings and worked a certain number of hours during a specific period.",45.00000000000003,12.945,,16.266666666666666,12.746249999999996,10.651666666666664,49.0,6.0,,,2.8846153846153846,0.0,0.4615384615384615,0.0,4.708333333333333,5.0,2.699987139887069,24.0,24.0,0.0,1.625,1.0,0.8569568250501305,24,21,0.875,115,1,1.2.0,Establishing a benefit period,Chapter 1 - Basic concepts,"In order to establish a benefit period, an insured person must have had an interruption of earnings (Digest  Chapter 2) and accumulated the required number of hours of insurable  employment in their qualifying period.",0.99835134
11,11,11,"The qualifying period is either the 52 weeks right before you apply for Employment Insurance (EI) or since the last time you received EI benefits. Sometimes, this period can be longer if you were sick, injured, in quarantine, pregnant, in jail but not convicted, getting help from EI for a course or work, or receiving payments under a Quebec law. You can find more details about extending the qualifying period in section 1.3 of this document.",56.447982456140366,11.679473684210524,13.02386679866686,14.87017543859649,13.36127192982456,10.652105263157893,49.01754385964912,6.0,0.8243327736854553,0.8322903513908386,3.090840987557814,0.6585900334408812,0.4273500097713503,0.0323304980449895,4.697368421052632,4.0,2.5027339621539,25.33333333333333,25.0,7.760297817881877,1.4736842105263157,1.0,0.7690336419053925,76,57,0.75,369,3,1.2.1,Qualifying period,Chapter 1 - Basic concepts,"The qualifying period is the shorter of the 52-week period immediately before the start date of an EI claim, or the period since the start of a previous claim.\nThe qualifying period may be extended for periods during which claimants were not receiving EI benefits and are able to show that they were unable to work due to one of the following reasons:\n\nbecause of illness, injury, quarantine, or pregnancy,\nincarceration, if they were not found guilty of the offence that resulted in their incarceration,\nbecause they were in receipt of assistance under the EI program (such as attending a course or other employment-related activity, authorized by the EI Commission or a designated third party), or\nin receipt of payments under a provincial law for preventative withdrawal (applicable only in Quebec).\n\nDetailed information related to extensions of the qualifying period is available in section 1.3 of this Digest.",0.9991346
12,12,12,"To get regular Employment Insurance benefits, a person needs to have worked a certain number of hours. This number changes depending on the unemployment rate where the person lives. It's called the Variable Entrance Requirement (VER). 

The minimum number of hours needed for benefits is set by the VER, which is influenced by how many people are unemployed in the area. The person seeking benefits must have worked between 420 and 700 hours to qualify. The exact number depends on the unemployment rate and can be found in a chart.

If someone has broken the rules in a previous benefit claim, they might have to meet tougher requirements this time. Breaking the rules can affect how many hours you need to work to get benefits.",70.15022145669295,7.418572834645669,11.698219412168324,12.019291338582676,8.425688976377952,9.69826771653543,37.92224409448819,3.5,0.742619446345738,0.6921791732311249,2.3432226327737165,0.1586579855853181,0.4813644753079737,0.0929716253408746,4.653543307086614,4.0,2.5015836016093944,15.875,15.5,4.78114787472632,1.4251968503937007,1.0,0.7686749519285531,127,78,0.6141732283464567,606,8,1.2.2,Required number of hours to qualify - variable entrance requirement,Chapter 1 - Basic concepts,"The number of hours needed to establish a claim for EI regular benefits (known as the  entrance requirements) is based on the regional variable entrance requirements (VER) for all claimants.\nThe VER establishes the minimum number of insurable hours required to qualify for benefits. The VER is based on the regional rate of unemployment in the region where the claimant ordinarily resides.\nA claimant will need to have accumulated between 420 and 700 hours of insurable employment during their qualifying period, to be eligible to receive EI regular benefits (EI Act  7(2)). The exact number is found in the Table of Required Hours of Insurable Employment and is dependent on the applicable regional rate of unemployment.\nClaimants who have had a violation assessed on a previous claim may be required to meet increased entrance requirements. A violation has a potential effect on the number of hours required to qualify.",0.9924482
13,13,13,"The EI Act allows the Commission to penalize or take legal action against people who receive benefits by lying or providing false information. The severity of the penalty depends on how serious the false statements were and the person's situation. If someone is penalized, they might have to work more hours in the future to qualify for benefits. 

Changes in the requirements for applying for benefits affect all types of claims, like for being sick, having a baby, caring for a family member, or being self-employed. There are two types of penalties: classified and unclassified. Unclassified penalties don't affect future claims unless there are more false statements. Classified penalties range from minor to serious and require more work hours to qualify for benefits as they become more severe.

However, a penalty won't impact how many work hours are needed to qualify for benefits if the penalty was given more than 260 weeks before applying for benefits, or if two claims for benefits have been approved since the penalty was given.",56.27406430635838,10.782478323699422,13.427899808715576,14.66156069364162,12.469667630057806,11.653410404624276,47.05852601156069,5.5,0.779075631073543,0.7473538021246592,2.716993478013215,0.5576173470084613,0.4796017031214399,0.0420595104814272,4.901734104046243,4.0,2.472191557490924,21.625,20.5,9.69455388349562,1.5202312138728324,1.0,0.7871041192352023,173,95,0.5491329479768786,873,8,1.2.3,Increased entrance requirement sanction,Chapter 1 - Basic concepts,"Under the EI Act the Commission can impose penalties or prosecute persons who receive or try to receive benefits by knowingly making false or  misleading statements.  In addition, the act  provides for the imposition of a violation, depending on the severity of the  false statements, and the individual's personal circumstances (EI Act  7.1(4)).  Once a violation has been  imposed, the claimant may need to work more hours to qualify for EI benefits in  the future.\nIncreased entrance requirements affect all claim types, including claims  for sickness, maternity, parental, compassionate care, family caregiver,  fishing, and self-employment special benefits.\nThere are two types of violations; classified and unclassified. Unclassified violations have no impact on future claims unless there is a further finding of misrepresentation.\nClassified violations range from minor to subsequent and establish a progressively higher threshold to qualify for benefits - the more serious the  violation, the more hours needed to establish a claim (EIA 7.1(6)).\nA violation will not be taken into consideration when calculating the number of hours required to establish a  claim when:\n\nthe Notice of Violation was issued more than 260 weeks  before the date the initial claim was made; or\ntwo initial claims for benefits have been established since  the date the Notice of Violation was issued (EI Act  7.1(3)).",0.9920896
14,14,14,"To figure out how unemployed people are spread out across different areas, Canada is split into 62 economic regions. Statistics Canada determines the unemployment rate for each of these regions by looking at the average unemployment rate over the last three months, after adjusting for seasonal changes. These regional unemployment rates are updated every 4 weeks.

When someone applies for employment insurance (EI) benefits, the rate they get is based on where they usually live or, if they lived outside Canada before making a claim, where they last worked in a job that qualifies for EI. 

The economic regions for EI make sure that people in areas with similar job market conditions are treated fairly when it comes to who qualifies for benefits and how long they can receive them. Every five years, the boundaries of these economic regions are reviewed to make sure they still match the current job market and communities in Canada.

If the unemployment rate goes up in an area, it becomes easier to qualify for EI benefits because you need fewer working hours. On the other hand, if the rate goes down, you'll need more working hours to qualify for benefits.",60.000945351758816,11.070043969849248,14.005844860021307,15.779145728643217,13.492424623115577,11.080402010050246,48.995603015075375,6.0,0.8306274839809963,0.8141229748725891,2.9164423873998344,0.6544457674556092,0.4487540296582849,0.0532862659854561,4.773869346733668,4.0,2.427671424584429,24.875,24.5,9.088969963642745,1.4371859296482412,1.0,0.7860748622416673,199,114,0.5728643216080402,972,8,1.2.4,Regional rate of unemployment,Chapter 1 - Basic concepts,"In order to calculate the regional rates of unemployment, the country has been divided into 62 economic regions. The unemployment rate applicable to each region is determined by Statistics Canada. It is the average of the seasonally adjusted monthly unemployment rate for the last three month period. Regional rates of unemployment are updated every 4 weeks (EI Regulations 17(1.1)(a))\nThe rate that applies to a claimant is the rate assigned to the economic region where the claimant ordinarily resides during the week before their claim starts. If, in this week, the claimant's ordinary place of residence was outside of Canada, the economic region used is the one in which the claimant last worked in insurable employment (EI Regulations 17(1.1)(b)).\nEI economic regions ensure that people residing in areas of similar levels of unemployment are subject to comparable EI rules in terms of eligibility for benefits and the number of weeks they may receive. Subsection 18(2) of the EI Regulations requires that EI regional boundaries be reviewed every five years to ensure that they reflect current labour market conditions and geographic representation of communities across Canada.\nWhen there is an increase in the regional rate of unemployment in a region, the number of hours a claimant needs to qualify for benefits decreases. Conversely, when the rate decreases the number of insurable hours required to qualify increases.",0.98177433
15,15,15,"The term ""ordinarily resident"" is not clearly defined in the law. It basically means the place where a person has decided to live according to the Employment Insurance Regulations. If someone doesn't have a permanent home or only stays somewhere occasionally, that place is not considered their ordinary residence.

If a married person works far from their family, their ordinary residence is where their spouse and children live. For someone who lives alone or doesn't have family responsibilities, their ordinary residence is where they've settled, even if they spend a lot of time elsewhere. So, where someone claims to live isn't always where they are considered to be ordinarily residing.

Normally, a change in residence happens when someone moves to a new place with the intention of staying there permanently and takes all their belongings. Sometimes, even a temporary place where someone stays before settling down permanently can be seen as their ordinary residence.

When someone's home address and mailing address are different, their ordinary residence for Employment Insurance purposes is the address of their home.",59.03883923029174,9.965549348230915,13.5591,14.659466170080698,12.827517070142768,13.06435754189944,51.732464307883305,6.333333333333333,0.8479298055171967,0.84610287632261,2.8487429922149783,0.4229009301403976,0.4041303867902622,0.0572750200526455,5.162011173184357,5.0,2.7829304878911043,19.88888888888889,20.0,4.228066131208989,1.5083798882681565,1.0,0.8803802827625585,179,95,0.5307262569832403,957,9,1.2.5,Ordinary residence,Chapter 1 - Basic concepts,"The expression ordinarily resident is not defined in the legislation. Taking the meaning of the word resident, it refers to  the place in which a claimant has settled (EI Regulations 17(1) and 17(2). The modifier ordinarily clearly excludes from the definition, any location in a place in which a person has no permanent  residence, or places where a person only occasionally or periodically stays.\nIn the case of a married person who is frequently employed away from home, the ordinary residence of that person is the place in which the spouse  and children reside. For an individual who lives alone or has no  family obligations, the place in which that individual has settled is the place  of ordinary residence; any stay in other locations, even of lengthy duration, does not change this. Therefore, the claimant's stated residence is not always  regarded as the ordinary residence (CUB 66347; CUB 69769).\nA change in residence normally occurs when a person leaves an area with the intention of settling permanently elsewhere and takes along all personal  belongings. Sometimes, even the place in which the person temporarily resides  before settling permanently may be regarded as the ordinary residence.\nWhen a claimant's residential and mailing addresses differ, the applicable economic region is the address of the residence.",0.98969954
16,16,16,"When someone doesn't meet the requirements to get unemployment benefits, they won't be able to start receiving benefits. The main reasons for this are: not having enough work hours, not meeting a specific program's rules, not having a gap in employment, or not providing all necessary documents. Individuals will be notified if they don't qualify due to the current job market. If the unemployment rate goes up in an area, the number of work hours needed to qualify for benefits goes down. This means that some people who initially didn't qualify for benefits might become eligible in the future without having to work more hours.",59.82857142857144,10.131428571428575,13.662883650711644,14.876190476190477,11.54342857142857,10.846476190476189,45.76190476190476,5.2,0.8048709183931351,0.8915894031524658,2.9384322416713724,0.4921526090389542,0.421684641445511,0.0612027229634654,4.771428571428571,4.0,2.564434933979072,21.0,21.0,5.019960159204453,1.4857142857142858,1.0,0.8293920402696092,105,71,0.6761904761904762,526,5,1.2.6,Benefit period not established,Chapter 1 - Basic concepts,"When a claimant does not meet the entrance  requirements, a benefit period cannot be established. \r\n      The most common reasons why a benefit period cannot  be established are: \n\na claimant has less than the minimum number of insurable hours required to qualify; the claimant does not meet the VER\na claimant is applying for special benefits and does not have 600 hours of insurable employment in their qualifying period \nthe claimant does not have an interruption of earning in the qualifying period \nthe last record of employment was not submitted. \nIn these situations, claimants are sent a notice informing them that under the current rate of unemployment, they were unable to qualify for benefits.\nWhen there is an increase in the regional rate of unemployment, the number of hours a claimant needs to qualify for benefits  decreases. Therefore, it is possible that claimants who could not establish a claim for benefits because they did not have enough insurable hours, may eventually qualify without working and accumulating additional hours.",0.9992514
17,17,17,"An Employment Record (ROE) is a document that shows your work history. It's really important when you're trying to get financial help from the Commission. The info on your ROE decides if you can get benefits, how much you get, and for how long. It's also used to make sure that the money for benefits is being used correctly. 

Whenever your work situation changes and you experience a break in receiving pay or when Service Canada asks, you have to get a new ROE. Even if you don't plan to apply for benefits, you still need to get an ROE.",79.1828300330033,6.396782178217823,10.504223727775692,10.693729372937293,6.526171617161715,6.834851485148512,33.665016501650165,2.833333333333333,0.752917367219925,0.7243886888027191,2.698833362868451,0.5166226120416065,0.4264077175261385,0.0797742272557207,4.148514851485149,4.0,2.217777580889095,16.833333333333332,16.0,4.297932319409209,1.306930693069307,1.0,0.6710797308051699,101,64,0.6336633663366337,441,6,1.2.7,Record of employment,Chapter 1 - Basic concepts,"A Record of Employment (ROE) provides information on employment history. It is the single most important document used by the Commission when establishing a claim for benefits.\nInformation contained on the ROE is used to determine whether a person is eligible to receive EI benefits, what the benefit amount will be, and for how long the benefits may be paid. The ROE also plays an important role in controlling the misuse of EI funds.\nA ROE must be issued each time an employee experiences an interruption of earnings (Digest - Chapter 2) or when Service Canada requests one (EI Regulation 19). A ROE must be issued even if the employee has no intention of filing a claim for EI benefits (ROE Guide).",0.9991648
18,18,18,"Once you start claiming benefits, you are considered a major attachment claimant if you have worked for at least 600 hours in a specific time frame. If you have worked less than 600 hours but meet the minimum required for the type of benefits you are applying for, you are a minor attachment claimant. Both major and minor attachment claimants can get regular benefits. However, only major attachment claimants can get maternity, parental, compassionate care, or family caregiver benefits. If a major attachment claimant stops working due to illness, they can get sickness benefits. But a minor attachment claimant who stops working due to illness cannot get sickness benefits.",61.326666666666696,9.260000000000002,13.295006501635749,14.242424242424244,11.54357575757576,12.30618181818182,51.06060606060606,6.0,0.905247473716736,0.8526762127876282,2.5537581699346403,0.3719880609323159,0.4218338850691792,0.0399781862800449,5.054545454545455,4.0,2.669137973327935,18.33333333333333,15.5,6.446359868604572,1.5,1.0,0.7948699150289825,110,58,0.5272727272727272,569,6,1.2.8,Major versus Minor Attached,Chapter 1 - Basic concepts,"Once a benefit period has been established, a claimant is regarded as a major attachment claimant when they have  accumulated at least 600 hours of insurable employment in their qualifying  period (EI Act 6(1)). The claimant is regarded as a minor attachment claimant when they have accumulated less than 600 hours in their qualifying period, but the  minimum number of hours for the type of benefits requested, has been met (EI Act 6(1)).F\nBoth major and minor attachment claimants may qualify for regular benefits (EI Act 9).  However, only major attachment claimants may  qualify for maternity (EI Act 22), parental (EI Act 23), compassionate care (EI Act 23.1), or family caregiver benefits for children (EI Act 23.2) or adults (EI Act 23.3).\nA major attachment claimant qualifies for sickness benefits when the reason they stopped working  was due to illness.  However, a minor  attached claimant who stops working due to illness is not entitled to sickness  benefits (EI Act 21(1)).",0.9996056
19,19,19,"To get employment insurance benefits, claimants need to work a certain number of hours within a specific time frame. If there are valid reasons that kept them from working during this time, they might get an extension on this period. However, they can't get an extension if they were already receiving EI or Quebec Parental Insurance benefits during that time. This extension can determine if they have worked enough hours to qualify and how long they can receive benefits for. It can also help them qualify for special benefits. There are four reasons why the period can be extended, and the claimant has to prove that one of these reasons applies to them. The extended period cannot go beyond the start date of a previous benefit period and cannot be longer than 104 weeks in total.",65.44239130434785,9.029006211180125,12.785403640627711,13.68281573498965,10.099968944099375,9.755072463768112,42.90269151138716,4.571428571428571,0.8911480903625488,0.8368456482887268,2.834177416786112,0.582538892171753,0.4047528041316861,0.0663568087875979,4.601449275362318,4.0,2.201909102733892,19.714285714285715,20.0,4.831867007225075,1.434782608695652,1.0,0.7318481839392811,138,83,0.6014492753623188,649,7,1.3.0,Extension of qualifying period,Chapter 1 - Basic concepts,"Claimants must work a minimum number of insurable hours in their qualifying period to be eligible for benefits. Claimants who were prevented from working in insurable employment, due to one of several grounds, during any week of their qualifying period, may have their qualifying period extended.  An extension cannot be granted for any week during which one of these grounds applied, if the claimant was in receipt of EI benefits or Quebec Parental Insurance Plan benefits for that same week.\nAn extension of the qualifying period can make the difference between whether or not a claimant has sufficient insurable hours to qualify, and can affect the number of weeks of benefits a claimant may receive. An extension of the qualifying period may also allow a claimant to qualify to receive special benefits.\nThere are four grounds under which the qualifying period may be extended. It is the  claimant's responsibility to show that one of these grounds applies in their particular case (EI Act 8(2)).\nThe qualifying period may never be extended beyond the start date of any prior benefit period (EI Act  8(1)(b)), and the extended qualifying period may not exceed 104 weeks in total (EI Act  8(7)).",0.99899334
